"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"3462",1,NA,0,158,"249G",249,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,43,881.972,NA,NA,NA,NA,NA,NA,NA,NA,"L","","G","E","","E","",1,1,278,23
"3463",2,NA,0,153,"250H",250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,43,1845.202,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",0,1,260,23
"3464",1,2,0,151,"250H",250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,12,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,180,0,43,1845.202,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","H","9","9","9","9",0,2,253,23
"3465",1,2,0,153,"251H",251,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","9",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,NA,NA,43,1845.202,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","H","9","9","9","9",NA,1,278,23
"3466",1,2,0,156,"252E",252,31,0,27,16,8,6,6,12,-65,162,12,12,162,6,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,0,0,43,230.236,NA,NA,NA,NA,NA,NA,NA,NA,"L","9","E","E","9","E","9",1,1,296,23
"3467",1,NA,0,154,"252E",252,6,0,4,2,1,0,1,1,-71,148,12,NA,148,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,43,230.236,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","A","","E","",1,2,273,23
"3468",2,3,0,170,"252E",252,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,4,NA,NA,43,230.236,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","E","9","9","9","9",NA,3,367,23
"3469",3,1,0,162,"253F",253,30,1,0,3,9,26,15,2,158,101,2,2,998,2,1,NA,NA,NA,0,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,2,70,50,43,612.473,13,12,18,15,10,9,0,156,"F","D","F","E","E","N","W",1,1,288,23
"3470",1,NA,0,147,"253F",253,132,0,0,0,5,2,1,0,-148,155,11,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,320,NA,43,612.473,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,2,261,23
"3471",2,NA,0,157,"254F",254,62,0,8,5,7,9,15,13,-50,162,6,NA,162,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,43,612.473,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",0,1,294,23
"3472",1,2,0,152,"254F",254,145,0,31,20,16,12,14,16,0,155,6,12,160,2,2,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,180,0,43,612.473,39,36,30,16,9,0,0,160,"D","D","F","A","E","W","W",1,2,276,23
"3473",1,NA,0,170,"254F",254,160,0,27,41,46,47,47,26,0,180,12,NA,180,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,612.473,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,3,367,23
"3474",1,NA,0,156,"255H",255,146,0,2,1,0,0,1,1,0,146,6,NA,146,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,43,1690.944,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","L","","W","",0,1,262,23
"3475",1,NA,0,147,"255H",255,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,43,1690.944,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",0,2,262,23
"3476",1,NA,0,153,"256H",256,136,0,2,3,3,2,3,8,0,160,0,NA,160,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,61,NA,998,NA,43,1690.944,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,262,23
"3477",1,NA,0,157,"257E",257,81,0,9,21,26,18,10,0,-24,156,12,NA,156,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,43,114.291,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,281,23
"3478",1,NA,0,157,"257E",257,250,0,2,1,0,5,13,0,9,332,11,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,320,NA,43,114.291,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,2,280,23
"3479",1,2,0,150,"258F",258,68,0,0,7,15,25,31,35,44,140,12,10,140,2,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,350,300,43,157.796,NA,NA,NA,NA,NA,NA,NA,NA,"Z","Y","F","E","L","W","S",1,1,243,23
"3480",1,2,0,165,"258F",258,33,0,0,0,1,4,8,17,72,178,1,1,178,1,1,NA,NA,NA,NA,0,0,1,1,"F","R",NA,NA,NA,NA,1,1,1,1,NA,1,1,20,30,43,157.796,0,1,2,0,0,0,-24,172,"R","Z","F","E","E","E","S",1,2,338,23
"3481",1,NA,0,154,"259G",259,48,0,32,22,15,9,3,1,-54,160,12,NA,160,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,43,208.233,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","E","","W","",0,1,266,23
"3482",1,NA,0,170,"259G",259,20,0,23,15,11,10,12,16,-78,180,12,NA,180,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,43,208.233,NA,NA,NA,NA,NA,NA,NA,NA,"L","","G","E","","E","",1,2,367,23
"3483",1,NA,0,157,"260G",260,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,43,208.233,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",0,2,281,23
"3484",1,NA,0,162,"261H",261,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,43,435.651,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",0,1,285,23
"3485",1,NA,0,155,"261H",261,145,0,0,0,0,8,7,1,0,145,12,NA,145,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,43,435.651,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,2,276,23
"3486",1,NA,0,153,"262H",262,58,0,0,0,7,8,0,0,0,162,6,NA,162,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,43,435.651,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",0,1,265,23
"3487",3,1,0,163,"263D",263,32,1,0,7,13,23,14,0,-26,160,0,3,160,3,2,NA,NA,NA,0,0,0,1,NA,"B","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,41,998,100,43,57.141,NA,NA,NA,NA,NA,NA,NA,NA,"Y","F","D","A","E","N","W",1,1,300,23
"3488",1,NA,0,167,"264E",264,90,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,168,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,43,183.243,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,1,330,23
"3489",1,NA,0,156,"264E",264,20,0,0,2,2,2,0,3,-67,154,11,NA,154,9,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,43,183.243,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","E","",1,2,273,23
"3490",3,2,0,146,"265F",265,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,11,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,280,330,43,487.461,NA,NA,NA,NA,NA,NA,NA,NA,"Y","L","F","A","E","N","W",1,1,243,23
"3491",1,NA,0,155,"266G",266,105,0,10,11,16,23,17,8,0,142,12,NA,142,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,43,643.27,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,273,23
"3492",1,NA,0,157,"266G",266,172,0,2,5,5,13,20,7,-122,172,9,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,280,NA,43,643.27,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",0,2,272,23
"3493",1,2,0,156,"267H",267,28,1,39,11,5,2,0,0,-63,160,12,0,160,2,NA,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,43,0,998,43,1345.806,NA,NA,NA,NA,NA,NA,NA,NA,"L","F","H","E","E","E","W",1,1,262,23
"3494",1,NA,0,162,"268F",268,142,0,12,4,16,19,16,14,0,178,12,NA,178,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,830.25,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,303,23
"3495",1,2,0,150,"268F",268,121,0,55,64,68,67,54,46,0,148,6,12,148,5,1,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,180,0,43,830.25,11,9,9,4,4,2,0,148,"D","D","F","E","E","W","W",1,2,272,23
"3496",2,NA,0,155,"268F",268,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,43,830.25,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,3,273,23
"3497",1,NA,0,153,"270F",270,111,0,16,19,40,36,33,26,0,144,11,NA,144,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,340,NA,43,397.31,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,266,23
"3498",1,2,0,156,"270F",270,119,0,0,2,4,4,8,9,121,139,2,12,998,1,1,NA,NA,NA,0,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,45,50,10,43,397.31,5,2,1,2,3,5,39,146,"Y","R","F","E","E","W","N",1,2,262,23
"3499",1,NA,0,146,"  1G",1,97,0,15,18,15,12,12,10,0,148,71,NA,148,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,45,467.921,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,255,23
"3500",1,2,0,150,"  1G",1,172,0,0,2,7,9,15,18,113,172,1,7,998,2,1,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,40,210,45,467.921,NA,NA,NA,NA,NA,NA,NA,NA,"Y","F","G","E","E","W","S",1,2,272,23
"3501",2,NA,0,149,"  1G",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"R","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,45,467.921,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,3,262,23
"3502",3,2,0,165,"  2A",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,3,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,42,998,NA,45,41.592,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","A","A","E","O","W",1,1,308,23
"3503",1,NA,0,151,"  3K",3,156,0,14,26,36,39,40,40,0,156,12,NA,156,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,45,45.18,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,1,270,23
"3504",1,2,0,156,"  3K",3,124,1,27,29,30,32,16,4,-15,154,26,12,154,3,1,2,NA,1,0,0,0,2,NA,"B","F",4,NA,1,NA,1,NA,1,NA,NA,1,3,180,0,45,45.18,9,11,6,4,3,5,-38,154,"D","L","K","E","E","W","N",1,2,271,23
"3505",2,NA,0,150,"  3K",3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,152,NA,NA,NA,NA,NA,NA,0,0,1,1,"B","",NA,NA,NA,NA,1,15,1,1,NA,2,NA,200,NA,45,45.18,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,3,270,23
"3506",1,NA,0,156,"  4D",4,138,0,0,9,16,25,20,10,143,138,11,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,340,NA,45,540.357,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","W","",1,1,276,23
"3507",1,NA,0,150,"  4D",4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,45,540.357,NA,NA,NA,NA,NA,NA,NA,NA,"L","","D","E","","9","",1,2,333,23
"3508",1,2,0,147,"  5C",5,105,0,5,13,21,12,7,0,0,154,12,0,154,2,NA,NA,NA,NA,NA,0,0,1,1,"F","B",NA,NA,NA,NA,1,15,1,NA,NA,2,61,0,998,45,46.58,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","C","E","E","W","N",1,1,270,23
"3509",1,3,0,156,"  5C",5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,NA,10,45,46.58,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","C","9","9","9","9",0,2,272,23
"3510",3,4,0,157,"  5C",5,79,0,28,11,2,0,0,0,-65,164,12,12,164,2,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,50,350,10,45,46.58,NA,NA,NA,NA,NA,NA,NA,NA,"Y","P","C","E","E","W","S",1,3,294,23
"3511",1,NA,0,154,"  6D",6,160,0,23,17,18,17,16,24,0,160,71,NA,160,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,340,NA,45,64.337,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,1,287,23
"3512",1,NA,0,143,"  6D",6,177,0,8,10,5,5,6,9,-2,177,2,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,70,NA,45,64.337,NA,NA,NA,NA,NA,NA,NA,NA,"P","","D","E","","W","",1,2,263,23
"3513",1,NA,0,157,"  7F",7,250,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,10,NA,45,522.897,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","A","","S","",1,1,294,23
"3514",1,NA,0,158,"  8F",8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,152,9,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,45,522.897,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","S","",1,1,276,23
"3515",1,NA,0,146,"  8F",8,77,0,0,1,3,17,21,6,155,125,5,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,160,NA,45,522.897,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","S","",1,2,247,23
"3516",1,NA,0,154,"  9G",9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,70,NA,45,694.083,NA,NA,NA,NA,NA,NA,NA,NA,"F","","G","E","","W","",1,1,262,23
"3517",1,NA,0,155,"  9G",9,112,0,0,4,7,8,2,0,-24,160,12,NA,160,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,45,694.083,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,2,280,23
"3518",1,2,0,153," 10H",10,135,0,7,0,8,14,1,13,0,150,12,12,150,1,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,59,59,350,350,45,1964.092,0,3,5,4,12,19,71,220,"D","Y","H","E","A","W","W",1,1,265,23
"3519",1,NA,0,157," 11K",11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,45,45.18,NA,NA,NA,NA,NA,NA,NA,NA,"9","","K","9","","O","",1,1,319,23
"3520",3,1,0,147," 12D",12,69,0,23,16,4,1,0,0,-34,142,11,7,142,2,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,58,2,330,210,45,89.457,2,5,8,8,4,9,43,124,"Y","Y","D","E","E","W","W",1,1,261,23
"3521",2,1,0,146," 12D",12,25,1,29,10,15,20,15,29,-50,144,11,1,144,3,2,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,58,1,340,20,45,89.457,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","D","E","E","E","E",1,2,247,23
"3522",1,2,0,155," 13D",13,113,0,1,3,13,11,5,1,-101,150,2,0,998,2,2,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,31,50,998,45,89.457,NA,NA,NA,NA,NA,NA,NA,NA,"Z","P","D","E","A","W","O",1,2,284,23
"3523",2,1,0,155," 14E",14,112,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,4,4,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,51,998,0,45,235.535,0,0,0,0,2,10,69,160,"D","R","E","D","E","O","E",1,1,266,23
"3524",1,NA,0,146," 15G",15,6,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,154,3,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,54,NA,190,NA,45,965.087,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","E","","E","",0,1,250,23
"3525",1,NA,0,157," 16B",16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,160,8,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,45,41.592,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","G","","W","",1,2,277,23
"3526",1,NA,0,162," 17B",17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,45,41.592,NA,NA,NA,NA,NA,NA,NA,NA,"L","","B","E","","E","",1,1,288,23
"3527",2,1,0,150," 18K",18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,3,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,52,50,20,0,45,45.18,NA,NA,NA,NA,NA,NA,NA,NA,"R","L","K","E","E","E","N",1,1,310,23
"3528",1,2,0,157," 20F",20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,32,0,156,2,NA,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,998,45,2423.538,NA,NA,NA,NA,NA,NA,NA,NA,"Z","9","F","E","9","W","9",1,1,281,23
"3529",1,NA,0,161," 21D",21,67,0,37,18,16,10,1,11,-47,160,12,NA,160,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,45,74.457,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","W","",1,1,285,23
"3530",1,NA,0,139," 21D",21,88,0,0,8,14,24,24,35,28,145,6,NA,145,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,45,74.457,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","D","E","","W","",1,2,275,23
"3531",1,NA,0,146," 22D",22,114,0,0,4,7,12,20,2,163,114,1,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,45,74.457,NA,NA,NA,NA,NA,NA,NA,NA,"F","","D","E","","W","",1,1,260,23
"3532",1,NA,0,170," 23F",23,229,0,10,20,44,33,26,10,34,264,10,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,290,NA,45,605.15,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,269,23
"3533",1,NA,0,154," 23F",23,164,0,26,27,26,14,18,20,0,164,12,NA,164,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,45,605.15,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,270,23
"3534",1,NA,0,169," 24G",24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,70,NA,45,803.265,NA,NA,NA,NA,NA,NA,NA,NA,"F","","G","E","","W","",1,1,300,23
"3535",1,NA,0,142," 24G",24,54,0,0,0,0,0,3,6,43,140,12,NA,140,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,45,803.265,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",1,2,250,23
"3536",1,NA,0,163," 25H",25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,156,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,45,2273.05,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","S","",1,2,286,23
"3537",1,2,0,150," 26A",26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,4,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,52,300,120,45,47.389,NA,NA,NA,NA,NA,NA,NA,NA,"P","B","A","E","E","W","N",1,1,270,23
"3538",1,3,0,153," 26A",26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,58,30,160,45,47.389,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","A","E","E","W","W",1,2,262,23
"3539",1,2,0,148," 27B",27,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,998,3,1,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,80,80,45,47.389,NA,NA,NA,NA,NA,NA,NA,NA,"D","F","B","E","E","W","W",1,1,262,23
"3540",1,2,0,162," 27B",27,164,0,15,25,23,18,13,7,0,164,71,NA,164,2,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,340,NA,45,47.389,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","B","E","9","W","9",1,2,307,23
"3541",1,NA,0,148," 28K",28,48,0,73,42,24,13,4,0,-52,152,12,NA,152,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,45,68.636,NA,NA,NA,NA,NA,NA,NA,NA,"L","","K","E","","W","",1,1,276,23
"3542",1,NA,0,161," 28K",28,26,0,43,27,10,3,2,4,-63,152,12,NA,152,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,45,68.636,NA,NA,NA,NA,NA,NA,NA,NA,"L","","K","E","","E","",1,2,285,23
"3543",1,2,0,147," 30C",30,90,0,0,0,0,15,27,32,147,218,11,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,320,NA,45,119.618,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","C","E","E","W","9",1,1,250,23
